,id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,goodreads_book_id,tag_name,description
1554,1577,20696006,20696006,40015533,62,805095152,9780805095160.0,Atul Gawande,2014.0,Being Mortal: Medicine and What Matters in the End,Being Mortal: Medicine and What Matters in the End,eng,4.4,56510,65567,8698,982,1507,5579,19732,37767,https://images.gr-assets.com/books/1408324949m/20696006.jpg,https://images.gr-assets.com/books/1408324949s/20696006.jpg,20696006,[],"In Being Mortal, author Atul Gawande tackles the hardest challenge of his profession: how medicine can not only improve life but also the process of its endingMedicine has triumphed in modern times, transforming birth, injury, and infectious disease from harrowing to manageable. But in the inevitable condition of aging and death, the goals of medicine seem too frequently to run counter to the interest of the human spirit. Nursing homes, preoccupied with safety, pin patients into railed beds and wheelchairs. Hospitals isolate the dying, checking for vital signs long after the goals of cure have become moot. Doctors, committed to extending life, continue to carry out devastating procedures that in the end extend suffering.Gawande, a practicing surgeon, addresses his profession's ultimate limitation, arguing that quality of life is the desired goal for patients and families. Gawande offers examples of freer, more socially fulfilling models for assisting the infirm and dependent elderly, and he explores the varieties of hospice care to demonstrate that a person's last weeks or months may be rich and dignified."
1555,1578,32439,32439,442737,82,553582917,9780553582920.0,Dean Koontz,1987.0,Intensity,Intensity,eng,4.04,58062,61292,2323,991,2621,12745,21582,23353,https://images.gr-assets.com/books/1308458213m/32439.jpg,https://images.gr-assets.com/books/1308458213s/32439.jpg,32439,[],"Past midnight, Chyna Shepard, twenty-six, gazes out a moonlit window, unable to sleep on her first night in the Napa Valley home of her best friend's family. Instinct proves reliable. A murderous sociopath, Edgler Foreman Vess, has entered the house, intent on killing everyone inside. A self-proclaimed ""homicidal adventurer,"" Vess lives only to satisfy all appetites as they arise, to immerse himself in sensation, to live without fear, remorse or limits, to live with ""intensity."" Chyna is trapped in his deadly orbit. Chyna is a survivor, toughened by a lifelong struggle for safety and self-respect. Now she will be tested as never before. At first her sole aim is to get out alive--until, by chance, she learns the identity of Vess's next intended victim, a faraway innocent only she can save. Driven by a newly discovered thirst for meaning beyond mere self-preservation, Chyna musters every inner resource she has to save an endangered girl...as moment by moment, the terrifying threat of Edgler Foreman Vess intensifies."
1556,1579,6472246,6472246,6663373,15,446552445,9780446552450.0,Chelsea Handler,2010.0,Chelsea Chelsea Bang Bang,Chelsea Chelsea Bang Bang,en-US,3.81,55355,57939,2918,1536,4300,15147,19625,17331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6472246,[],"The hilarious new book from the star of Chelsea Lately and the #1 New York Times bestselling author of Are You There, Vodka? It's Me, Chelsea.Get ready for big laughs as Chelsea Handler lets loose with more comic personal essays. In this new, no-holds-barred account of life on the ridiculous side, Chelsea mines the wealth of material that is her family, her sex life, her career, and her distinctively outrageous worldview. Here is young Chelsea discovering ""The Feeling"" during a third-grade sleepover and getting shafted by clueless parents over Cabbage Patch dolls...and grown-up Chelsea at the mercy of the remote control, Lean Pockets, and Sex and the City --but still managing to convince her boyfriend that there are Swiss Army knives in the soles of her $16,000 shoes. Through it all, Chelsea never lets anyone off the hook, even herself, as she delivers page after page of irreverent humor, biting wit, and deliciously off-kilter entertainment. "
1557,1580,37793,37793,10535173,603,1406914835,9781406914830.0,"Henrik Ibsen, Michael   Meyer",1879.0,Et dukkehjem,A Doll's House,eng,3.69,69450,79492,2701,1820,7074,23481,28984,18133,https://images.gr-assets.com/books/1427119396m/37793.jpg,https://images.gr-assets.com/books/1427119396s/37793.jpg,37793,[],"
  A Doll's House (1879), is a masterpiece of theatrical craft which, for the first time portrayed the tragic hypocrisy of Victorian middle class marriage on the stage. The play ushered in a new social era and ""exploded like a bomb into contemporary life"".  
  The Student Edition contains these exclusive features: 
  
    ·         A chronology of the playwright's life and work
    ·         An introduction giving the background of the play
    ·         Commentary on themes, characters. language and style
    ·         Notes on individual words and phrases in the text
    ·         Questions for further study
    ·         Bibliography for further reading.
  
   
"
1558,1581,12658,12658,1056841,47,375760377,9780375760370.0,James A. Michener,1959.0,Hawaii,Hawaii,en-GB,4.18,59963,61648,1287,561,1806,10458,21787,27036,https://images.gr-assets.com/books/1415585664m/12658.jpg,https://images.gr-assets.com/books/1415585664s/12658.jpg,12658,[],"An alternate cover edition for this ISBN can be found here.Pulitzer Prize–winning author James A. Michener brings Hawaii’s epic history vividly to life in a classic saga that has captivated readers since its initial publication in 1959. As the volcanic Hawaiian Islands sprout from the ocean floor, the land remains untouched for centuries—until, little more than a thousand years ago, Polynesian seafarers make the perilous journey across the Pacific, flourishing in this tropical paradise according to their ancient traditions. Then, in the early nineteenth century, American missionaries arrive, bringing with them a new creed and a new way of life. Based on exhaustive research and told in Michener’s immersive prose, Hawaii is the story of disparate peoples struggling to keep their identity, live in harmony, and, ultimately, join together."
1559,1582,48328,48328,1235136,92,413757102,9780413757100.0,Richard Yates,1961.0,Revolutionary Road,Revolutionary Road,eng,3.89,56550,64720,5947,1576,4445,14100,23791,20808,https://images.gr-assets.com/books/1353721885m/48328.jpg,https://images.gr-assets.com/books/1353721885s/48328.jpg,48328,[],"In the hopeful 1950s, Frank and April Wheeler appear to be a model American couple: bright, beautiful, talented, with two young children and a starter home in the suburbs. Perhaps they married too young and started a family too early. Maybe Frank's job is dull. And April never saw herself as a housewife. Yet they have always lived on the assumption that greatness is only just around the corner. But now that certainty is now about to crumble. With heartbreaking compassion and remorseless clarity, Richard Yates shows how Frank and April mortgage their spiritual birthright, betraying not only each other, but their best selves."
1560,1583,25373,25373,929639,34,375835318,9780375835320.0,"Rachel Cohn, David Levithan",2006.0,Nick & Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,en-US,3.73,60372,71514,4348,2378,6204,19509,23714,19709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,25373,[],"It all starts when Nick asks Norah to be his girlfriend for five minutes. He only needs five minutes to avoid his ex-girlfriend, whoâ€™s just walked in to his bandâ€™s show. With a new guy. And then, with one kiss, Nick and Norah are off on an adventure set against the backdrop of New York Cityâ€”and smack in the middle of all the joy, anxiety, confusion, and excitement of a first date.This he said/she said romance told by YA stars Rachel Cohn and David Levithan is a sexy, funny roller coaster of a story about one date over one very long night, with two teenagers, both recovering from broken hearts, who are just trying to figure out who they want to beâ€”and where the next great band is playing.Told in alternating chapters, teeming with music references, humor, angst, and endearing side characters, this is a love story youâ€™ll wish were your very own. Working together for the first time, Rachel Cohn and David Levithan have combined forces to create a book that is sure to grab readers of all ages and never let them go."
1561,1584,18545,18545,73811,43,802132758,9780802132760.0,"Tom Stoppard, Henry Popkin",1966.0,Rosencrantz and Guildenstern are Dead,Rosencrantz and Guildenstern Are Dead,eng,4.06,67077,69783,1541,1394,3749,12598,23414,28628,https://images.gr-assets.com/books/1338735611m/18545.jpg,https://images.gr-assets.com/books/1338735611s/18545.jpg,18545,[],"Hamlet told from the worm's-eye view of two minor characters, bewildered Rosencrantz and Guildenstern. Echoes of Waiting for Godot resound, reality and illusion mix, and where fate leads heroes to a tragic but inevitable end."
1562,1585,9409458,9409458,6961290,76,545259088,9780545259090.0,Maggie Stiefvater,2011.0,Forever,"Forever (The Wolves of Mercy Falls, #3)",eng,3.91,85034,91288,7536,2005,6338,21233,29682,32030,https://images.gr-assets.com/books/1285771367m/9409458.jpg,https://images.gr-assets.com/books/1285771367s/9409458.jpg,9409458,[],"then.When Sam met Grace, he was a wolf and she was a girl. Eventually he found a way to become a boy, and their love moved from curious distance to the intense closeness of shared lives.now.That should have been the end of their story. But Grace was not meant to stay human. Now she is the wolf. And the wolves of Mercy Falls are about to be killed in one final, spectacular hunt.forever.Sam would do anything for Grace. But can one boy and one love really change a hostile, predatory world? The past, the present, and the future are about to collide in one pure moment--a moment of death or life, farewell or forever."
1563,1586,607639,607639,1020156,88,1573226521,9781573226520.0,Alex Garland,1996.0,The Beach,The Beach,eng,3.91,52333,57583,2079,838,3254,13336,22974,17181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,607639,[],"After discovering a seemingly Edenic paradise on an island in a Thai national park, Richard soon finds that since civilized behavior tends to dissolve without external restraints, the utopia is hard to maintain. (Nancy Pearl)"
